County,"County adult jail incarcerations, average daily population, December",Men imprisoned (total institution population),Women imprisoned,Imprisonments for violent felonies,Imprisonments for property felonies,Imprisonments for drug felonies,Imprisonments for drug possession offenses,Imprisonments for marijuana offenses,Imprisonments for strike offenses,Imprisonments for 3rd strikes,Imprisonments for 2nd strikes,"New felon and parole violator admissions to prison, all","New felon and parole violator admissions to prison, White, not Latino","New felon and parole violator admissions to prison, Latino","New felon and parole violator admissions to prison, Black","New felon and parole violator admissions to prison, Asian/all other","Jailed, unsentenced","Jailed, sentenced",Men jailed,Women jailed,Part I crimes reported to police (number),Violent crimes reported,Property crimes reported,"Adult felony arrests, total (number)",Violent felony arrests,Property felony arrests,Drug felony arrests,Male felony arrests,Female felony arrests,"White, not Latino, felony arrests",Latino felony arrests,African American felony arrests,Asian/other felony arrests,"Total county population, all ages (number), 2011 census adjusted","White, not Latino population",Latino population,Black population,Asian/other population,"Total adult population, age 18-69","Male population, age 18-69","Female population, age 18-69",At Legislative Analyst-estimated cost per prisoner per year,Unnamed: 43,Year,Total adult population in prison (number) as of December 31,"White, not Latino, population imprisoned",Latino population imprisoned,Black population imprisoned,Asian/other population imprisoned,"New felon and parole violator admissions to prison, male","New felon and parole violator admissions to prison, female",New felon and parole violator admissions to prison for violent offenses,New felon and parole violator admissions to prison for property offenses,New felon and parole violator admissions to prison for drug offenses,"Part I crimes reported to police (number), as defined by the California Crime Index (CCI)","Property crimes reported (excluding larceny under $400 and arson, per CCI)","Total county population, all ages (number), using Dept. of Finance table E-2","White, not Latino population age 18-69",Latino population age 18-69,Black population age 18-69,Asian/other population age 18-69,"Total adult population, age 18-69, using Dept. of Finance table P-3",Unnamed: 53,"Imprisonments for 3rd strikes (June 30, 2013)","Imprisonments for 2nd strikes (June 30, 2013)","Part I crimes reported to police (number), as defined by the Criminal Justice Statistics Center","Total county population, all ages (number), July 1, 2013","At Legislative Analyst-estimated cost per prisoner per year, 2013-14","New felon and parole violator admissions to prison, Asian/all other/unknown race","Total county population, all ages (number), July 1, 2014","At Legislative Analyst-estimated cost per prisoner per year, 2014-15",New felon and parole violator admissions to prison who are under age 35 (2014),New felon and parole violator admissions to prison who are age 35 or older (2014),"Total county population, all ages (number), July 1, 2015","Estimated cost per prisoner per year, 2015-16","Total county population, all ages (number), July 1, 2016","Estimated cost per prisoner per year, 2016-17"
San Bernardino,5689.0,8313.0,473.0,5916.0,1360.0,733.0,284.0,36.0,2793.0,,,3270.0,818.0,1332.0,772.0,348.0,4284.0,1405.0,4992.0,697.0,,8434.0,57598.0,30051.000000000004,7438.000000000005,9155.000000000004,9117.000000000004,22948.0,7103.000000000005,10121.000000000004,13352.000000000004,5682.999999999999,895.0000000000001,,,,,,,685030.0,689453.0,,,2013,8786.0,2137.0,3621.0,2504.0,524.0,2998.0,272.0,1511.0,788.0,351.0,,,,475571.0,655928.0,119035.0,123949.0,1374483.0,,466.0,2327.0,66032.0,2091054.0,,,,,,,,,,
San Diego,6016.0,8676.0,456.0,6363.0,1414.0,747.0,182.0,30.0,3599.0,,,2351.0,708.0,890.0,589.0,164.0,3020.0,2996.0,5129.0,887.0,,11173.0,70276.0,30378.000000000036,7838.000000000002,6194.000000000004,9571.0,23203.000000000033,7175.000000000002,13321.00000000001,9460.999999999984,5452.000000000004,2143.9999999999995,,,,,,,1119130.0,1071883.0,,,2013,9132.0,2536.0,3225.0,2582.0,789.0,2152.0,199.0,1052.0,632.0,317.0,,,,1086286.0,671512.0,111642.0,321573.0,2191013.0,,633.0,2966.0,81449.0,3209225.0,,,,,,,,,,
San Francisco,1207.0,961.0,26.0,863.0,79.0,19.0,2.0,0.0,204.0,,,973.0,211.0,394.0,289.0,79.0,1026.0,181.0,1097.0,110.0,,7164.0,49438.0,8603.999999999998,1891.000000000001,1483.9999999999998,1375.9999999999998,7146.999999999998,1457.0,2628.0,1100.0,4075.000000000002,801.0,,,,,,,328044.0,305084.0,,,2013,987.0,151.0,133.0,547.0,156.0,924.0,49.0,417.0,231.0,88.0,,,,280028.0,94806.0,33944.0,224350.0,633128.0,*Adjusted for San Francisco underreporting of arrests using reported-offense arrest change.,40.0,164.0,56602.0,842357.0,,,,,,,,,,
San Joaquin,1371.0,2882.0,135.0,2193.0,402.0,146.0,15.0,7.0,721.0,,,239.0,156.0,63.0,12.0,8.0,842.0,529.0,1211.0,160.0,,4980.0,28603.0,8244.0,2269.999999999999,2074.9999999999995,1721.000000000001,6502.000000000001,1741.9999999999998,3253.0000000000005,2748.999999999999,1687.0000000000002,555.0000000000002,,,,,,,228840.0,227228.0,,,2013,3017.0,635.0,1110.0,909.0,363.0,224.0,15.0,123.0,55.0,28.0,,,,169485.0,170315.0,33337.0,82931.0,456068.0,,95.0,626.0,33583.0,705640.0,,,,,,,,,,
San Luis Obispo,690.0,666.0,28.0,470.0,93.0,62.0,32.0,3.0,220.0,,,358.0,76.0,139.0,89.0,54.0,366.0,324.0,583.0,107.0,,1069.0,6208.0,2421.999999999999,558.0000000000001,506.00000000000006,957.0000000000006,1854.0,567.9999999999993,1700.9999999999989,543.0,92.0,86.00000000000003,,,,,,,100422.0,90820.0,,,2013,694.0,365.0,210.0,96.0,23.0,339.0,19.0,157.0,105.0,49.0,,,,135555.0,38853.0,4831.0,12003.0,191242.0,,60.0,160.0,7277.0,272775.0,,,,,,,,,,
San Mateo,1028.0,1214.0,46.0,929.0,178.0,77.0,22.0,2.0,384.0,,,159.0,22.0,35.0,90.0,12.0,637.0,391.0,896.0,132.0,,1776.0,14751.0,4914.999999999998,1118.9999999999995,1162.9999999999984,1787.999999999999,3867.999999999999,1046.999999999999,1586.0000000000011,1561.0000000000005,899.0,869.0000000000006,,,,,,,250953.0,254520.0,,,2013,1260.0,247.0,423.0,358.0,232.0,155.0,4.0,97.0,33.0,8.0,,,,207589.0,127817.0,13771.0,156296.0,505473.0,,87.0,297.0,16527.0,747431.0,,,,,,,,,,
Santa Barbara,959.0,1131.0,66.0,852.0,138.0,120.0,51.0,2.0,351.0,,,338.0,103.0,204.0,26.0,5.0,709.0,250.0,802.0,157.0,,1416.0,9824.0,3894.000000000002,1094.999999999999,760.0,1274.0000000000005,3025.000000000002,868.9999999999999,1636.999999999999,1898.0000000000005,227.00000000000009,132.0,,,,,,,150020.0,143743.0,,,2013,1197.0,330.0,685.0,133.0,49.0,305.0,33.0,166.0,61.0,55.0,,,,142051.0,122762.0,5522.0,23428.0,293763.0,,85.0,266.0,11240.0,435497.0,,,,,,,,,,
Santa Clara,3987.0,4070.0,118.0,3257.0,528.0,226.0,85.0,10.0,1513.0,,,951.0,149.0,454.0,128.0,220.0,2860.0,1127.0,3458.0,529.0,,4538.0,44475.0,13182.000000000002,3170.000000000002,3007.999999999998,4415.0,10426.0,2756.000000000002,3656.000000000001,6544.999999999998,1375.9999999999998,1605.0000000000005,,,,,,,639038.0,623489.0,,,2013,4188.0,796.0,1990.0,704.0,698.0,897.0,54.0,480.0,271.0,77.0,,,,444598.0,326192.0,31993.0,459744.0,1262527.0,,474.0,1039.0,49013.0,1864255.0,,,,,,,,,,
Santa Cruz,451.0,565.0,21.0,433.0,74.0,37.0,12.0,2.0,135.0,,,187.0,81.0,95.0,6.0,5.0,326.0,125.0,390.0,61.0,,1002.0,8140.0,2813.999999999999,610.0000000000003,570.0000000000001,965.0000000000013,2231.9999999999995,581.9999999999998,1602.9999999999998,1004.9999999999995,137.0,68.99999999999999,,,,,,,97365.0,95606.0,,,2013,586.0,234.0,293.0,29.0,30.0,178.0,9.0,108.0,37.0,19.0,,,,117879.0,57927.0,1781.0,15384.0,192971.0,,14.0,121.0,9142.0,270602.0,,,,,,,,,,
Shasta,328.0,1100.0,65.0,694.0,211.0,140.0,62.0,6.0,437.0,,,325.0,244.0,27.0,24.0,30.0,240.0,88.0,278.0,50.0,,1150.0,5894.0,2645.9999999999995,346.00000000000017,621.0000000000002,650.0,1921.9999999999995,724.0000000000001,2191.999999999999,141.00000000000006,182.00000000000003,131.00000000000003,,,,,,,58230.0,59825.0,,,2013,1165.0,899.0,74.0,85.0,107.0,304.0,21.0,164.0,61.0,37.0,,,,97738.0,9496.0,983.0,9838.0,118055.0,,70.0,367.0,7044.0,178751.0,,,,,,,,,,
Sierra,7.0,10.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,,,1.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,3.0,,7.0,77.0,45.99999999999999,14.0,16.0,6.0,37.99999999999999,8.0,45.0,1.0,0.0,0.0,,,,,,,1125.0,1098.0,,,2013,10.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1953.0,184.0,5.0,81.0,2223.0,,1.0,1.0,84.0,3187.0,,,,,,,,,,
Siskiyou,91.0,164.0,8.0,108.0,35.0,10.0,2.0,0.0,52.0,,,33.0,26.0,3.0,3.0,1.0,70.0,21.0,81.0,10.0,,116.0,773.0,705.0000000000001,198.0,135.00000000000006,174.00000000000003,528.0000000000001,177.00000000000003,520.9999999999999,78.00000000000001,44.999999999999986,61.0,,,,,,,14840.0,14797.0,,,2013,172.0,131.0,12.0,9.0,20.0,32.0,1.0,13.0,13.0,0.0,,,,23663.0,2940.0,407.0,2627.0,29637.0,,9.0,43.0,889.0,44652.0,,,,,,,,,,
Solano,902.0,990.0,39.0,829.0,90.0,56.0,14.0,3.0,205.0,,,236.0,64.0,42.0,109.0,21.0,609.0,293.0,788.0,114.0,,2001.0,13533.0,5048.999999999998,1367.0000000000002,1313.0000000000005,1308.0000000000002,3884.999999999998,1164.0000000000005,2112.0000000000005,725.9999999999998,1910.0,301.00000000000017,,,,,,,145930.0,144161.0,,,2013,1029.0,261.0,173.0,509.0,86.0,225.0,11.0,129.0,48.0,25.0,,,,122059.0,66085.0,42667.0,59280.0,290091.0,,37.0,168.0,15534.0,420878.0,,,,,,,,,,
Sonoma,1088.0,924.0,43.0,725.0,134.0,40.0,19.0,3.0,225.0,,,217.0,98.0,75.0,24.0,20.0,533.0,555.0,920.0,168.0,,1782.0,8218.0,4963.000000000001,1163.999999999999,970.0000000000002,2134.999999999999,3755.000000000001,1208.000000000001,3226.999999999998,1084.0000000000005,413.99999999999994,237.9999999999999,,,,,,,168853.0,170685.0,,,2013,967.0,418.0,344.0,107.0,98.0,205.0,12.0,117.0,44.0,19.0,,,,227621.0,81268.0,5147.0,25502.0,339538.0,,23.0,202.0,10000.0,494398.0,,,,,,,,,,
Stanislaus,1231.0,1731.0,89.0,1044.0,361.0,252.0,171.0,5.0,618.0,,,690.0,292.0,244.0,78.0,76.0,920.0,311.0,1079.0,152.0,,2716.0,20538.0,9878.999999999996,1956.9999999999984,2259.999999999999,3198.999999999993,7724.999999999996,2153.999999999998,5171.0,3444.999999999998,861.0000000000001,402.0000000000003,,,,,,,170674.0,172722.0,,,2013,1820.0,731.0,680.0,229.0,180.0,651.0,39.0,244.0,193.0,127.0,,,,165128.0,138457.0,9314.0,30497.0,343396.0,,96.0,522.0,23254.0,527673.0,,,,,,,,,,
Sutter,218.0,293.0,17.0,207.0,41.0,31.0,14.0,4.0,31.0,,,139.0,70.0,43.0,14.0,12.0,175.0,43.0,177.0,41.0,,244.0,2938.0,1081.0,309.00000000000006,290.9999999999999,235.00000000000003,786.0,295.0,665.9999999999999,278.0,71.99999999999999,65.0,,,,,,,31390.0,31321.0,,,2013,310.0,151.0,107.0,31.0,21.0,124.0,15.0,67.0,32.0,15.0,,,,31842.0,17471.0,1281.0,12117.0,62711.0,,5.0,26.0,3182.0,96540.0,,,,,,,,,,
Tehama,178.0,347.0,22.0,217.0,52.0,55.0,12.0,8.0,126.0,,,108.0,83.0,12.0,2.0,11.0,96.0,82.0,159.0,19.0,,351.0,1676.0,1495.9999999999995,228.0000000000001,268.00000000000006,667.0000000000003,1121.9999999999995,373.9999999999999,1163.0,256.0,28.000000000000007,49.00000000000001,,,,,,,20813.0,20713.0,,,2013,369.0,271.0,63.0,16.0,19.0,98.0,10.0,53.0,20.0,14.0,,,,30025.0,8853.0,248.0,2400.0,41526.0,,27.0,99.0,2027.0,63731.0,,,,,,,,,,
Trinity,51.0,45.0,2.0,29.0,3.0,6.0,4.0,0.0,12.0,,,12.0,11.0,0.0,0.0,1.0,36.0,15.0,47.0,4.0,,30.0,139.0,403.99999999999994,70.00000000000001,40.00000000000001,210.00000000000003,318.99999999999994,85.0,319.00000000000006,39.0,21.0,25.000000000000004,,,,,,,4834.0,4503.0,,,2013,47.0,39.0,0.0,4.0,4.0,11.0,1.0,4.0,2.0,4.0,,,,7776.0,639.0,42.0,880.0,9337.0,,5.0,7.0,169.0,13667.0,,,,,,,,,,
Tulare,1620.0,2187.0,102.0,1625.0,309.0,189.0,75.0,7.0,682.0,,,526.0,100.0,333.0,22.0,71.0,1025.0,595.0,1391.0,229.0,,2097.0,14290.0,7117.0,1656.999999999999,1735.0000000000002,2145.9999999999995,5283.999999999999,1833.000000000001,2329.999999999999,4189.999999999999,370.99999999999994,226.00000000000009,,,,,,,142655.0,140383.0,,,2013,2289.0,485.0,1492.0,142.0,170.0,497.0,29.0,253.0,116.0,78.0,,,,96317.0,166782.0,3990.0,15949.0,283038.0,,69.0,613.0,16387.0,456246.0,,,,,,,,,,
Tuolumne,139.0,260.0,16.0,138.0,48.0,55.0,32.0,4.0,83.0,,,89.0,79.0,5.0,2.0,3.0,105.0,34.0,105.0,34.0,,103.0,1227.0,845.0,127.0,179.99999999999991,259.00000000000006,587.0,257.99999999999994,734.0,74.0,12.999999999999998,24.0,,,,,,,20315.0,16733.0,,,2013,276.0,222.0,28.0,10.0,16.0,80.0,9.0,26.0,29.0,18.0,,,,29793.0,4160.0,1122.0,1973.0,37048.0,,6.0,77.0,1330.0,54894.0,,,,,,,,,,
Ventura,1644.0,1702.0,71.0,1234.0,231.0,165.0,65.0,1.0,499.0,,,518.0,151.0,316.0,37.0,14.0,934.0,710.0,1390.0,254.0,,1629.0,16400.0,8064.000000000004,1665.0,1665.0000000000002,2667.0000000000027,6272.000000000004,1791.9999999999998,3185.0,4238.000000000001,445.0,195.99999999999991,,,,,,,282053.0,280093.0,,,2013,1773.0,493.0,1046.0,173.0,61.0,485.0,33.0,210.0,127.0,98.0,,,,278243.0,221822.0,9869.0,52212.0,562146.0,,70.0,429.0,18029.0,842796.0,,,,,,,,,,
Yolo,437.0,763.0,30.0,444.0,159.0,127.0,36.0,7.0,300.0,,,244.0,100.0,80.0,57.0,7.0,268.0,169.0,389.0,48.0,,642.0,6434.0,2576.0,506.99999999999994,478.00000000000057,842.0000000000002,1996.0,580.0,1322.0,750.9999999999998,341.0,161.99999999999994,,,,,,,71485.0,75335.0,,,2013,793.0,293.0,293.0,140.0,67.0,229.0,15.0,102.0,56.0,48.0,,,,73929.0,41433.0,3601.0,27857.0,146820.0,,29.0,271.0,7076.0,208160.0,,,,,,,,,,
Yuba,387.0,359.0,17.0,274.0,52.0,17.0,4.0,2.0,81.0,,,137.0,75.0,29.0,19.0,14.0,322.0,65.0,338.0,49.0,,272.0,2143.0,1219.0,389.99999999999983,349.99999999999994,232.0,913.0,306.0,837.0000000000001,201.99999999999997,115.0,65.00000000000001,,,,,,,23620.0,23325.0,,,2013,376.0,222.0,73.0,48.0,33.0,127.0,10.0,73.0,34.0,9.0,,,,28680.0,10847.0,1441.0,5977.0,46945.0,,14.0,67.0,2415.0,74352.0,,,,,,,,,,
Alameda,2729.0,3630.999999999999,123.0,3171.0,351.0,118.0,43.0,10.0,607.0,127.0,480.0,738.0,58.0,152.0,479.0,,2172.0,557.0,2526.0,203.0,,10356.0,57620.0,13557.0,3079.0,3166.0,4732.0,10755.0,2802.0,3412.0,3093.0,5741.0,1311.0,,,,,,,543670.0,563218.0,,,2014,3754.0,351.00000000000006,614.0,2514.000000000001,274.9999999999991,706.0,32.0,497.0,122.0,23.0,,,,377974.0,244607.0,132663.0,351644.0,1106888.0,,,,67976.0,,,49.0,1598779.0,66805.0,,,,,,
Alpine,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,24.0,10.0,4.0,0.0,4.0,9.0,1.0,6.0,0.0,1.0,3.0,,,,,,,442.0,393.0,,,2014,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,599.0,56.0,0.0,180.0,835.0,,,,28.0,,,0.0,1164.0,,,,,,,
Amador,79.0,142.0,3.0,84.0,12.0,21.0,4.0,3.0,61.0,12.0,49.0,43.0,30.0,8.0,2.0,,43.0,36.0,67.0,12.0,,81.0,629.0,542.0,72.0,53.0,173.0,372.0,170.0,398.0,59.0,28.0,57.0,,,,,,,14598.0,10798.0,,,2014,145.0,80.0,33.0,15.0,17.0,40.0,3.0,16.0,10.0,10.0,,,,19517.0,3496.0,889.0,1494.0,25396.0,,,,710.0,,,3.0,37448.0,,,,,,,
Butte,557.0,950.9999999999995,67.0,612.0,170.0,128.0,53.0,13.0,152.0,39.0,113.0,394.0,290.0,46.0,37.0,,282.0,275.0,469.0,88.0,,678.0,6631.0,2923.0,610.0,630.0,1134.0,2136.0,787.0,2278.0,320.0,175.0,150.0,,,,,,,77607.0,76324.0,,,2014,1018.0,685.0,147.0,123.0,63.0,357.0,37.0,181.0,60.0,77.0,,,,116442.0,21441.0,2235.0,13813.0,153931.0,,,,7309.0,,,21.0,223589.0,,,,,,,
Calaveras,83.0,81.0,5.0,54.0,17.0,4.0,1.0,0.0,17.0,2.0,15.0,34.0,28.0,2.0,0.0,,43.0,40.0,69.0,14.0,,113.0,989.0,546.0,174.0,77.0,137.0,387.0,159.0,473.0,39.0,13.0,21.0,,,,,,,15016.0,14980.0,,,2014,86.0,69.0,10.0,0.0,7.0,32.0,2.0,19.0,5.0,3.0,,,,24886.0,3153.0,259.0,1698.0,29996.0,,,,1102.0,,,4.0,45010.0,,,,,,,
Colusa,72.0,65.00000000000001,3.0,53.0,8.0,2.0,0.0,1.0,7.0,1.0,6.0,31.0,12.0,14.0,5.0,,47.0,25.0,64.0,8.0,,40.0,350.0,357.0,75.0,52.0,66.0,269.0,88.0,157.0,154.0,23.0,23.0,,,,,,,7242.0,6805.0,,,2014,68.0,29.0,31.0,6.0,2.0,28.0,3.0,21.0,4.0,2.0,,,,5465.0,7813.0,123.0,646.0,14047.0,,,,390.0,,,0.0,22139.0,,,,,,,
Contra Costa,1249.0,1770.9999999999995,69.0,1505.0,212.0,63.0,18.0,1.0,310.0,82.0,228.0,422.0,119.0,100.0,179.0,,824.0,425.0,1111.0,138.0,,3650.0,32232.0,11519.0,2178.0,3105.0,3875.0,9024.0,2495.0,4625.0,2496.0,3712.0,686.0,,,,,,,361134.0,377842.0,,,2014,1840.0,463.0,366.0,869.0,142.0,401.0,21.0,249.0,97.0,26.0,,,,345777.0,181105.0,66635.0,145459.0,738976.0,,,,35882.0,,,24.0,1102416.0,,,,,,,
Del Norte,85.0,113.0,5.0,73.0,18.0,8.0,0.0,3.0,29.0,7.0,22.0,41.0,30.0,1.0,1.0,,41.0,44.0,70.0,15.0,,165.0,649.0,581.0,171.0,106.0,179.0,417.0,164.0,437.0,28.0,7.0,109.0,,,,,,,11669.0,8119.0,,,2014,118.0,82.00000000000003,11.0,5.0,19.99999999999997,38.0,3.0,20.0,7.0,6.0,,,,12496.0,3710.0,1032.0,2550.0,19788.0,,,,814.0,,,9.0,27177.0,,,,,,,
El Dorado,366.0,367.00000000000006,26.000000000000004,262.0,76.0,26.0,12.0,2.0,98.0,11.0,87.0,118.0,101.0,11.0,5.0,,182.0,184.0,302.0,64.0,,409.0,3138.0,1974.0,435.0,326.0,719.0,1481.0,493.0,1650.0,199.0,55.0,70.0,,,,,,,63117.0,62548.0,,,2014,393.0,315.0,41.0,22.0,15.0,108.0,10.0,64.0,27.0,9.0,,,,101139.0,14642.0,928.0,8956.0,125665.0,,,,3547.0,,,1.0,182358.0,,,,,,,
Fresno,2612.0,4360.999999999999,185.00000000000003,2981.0,758.0,309.0,186.0,10.0,1535.0,181.0,1354.0,1756.0,337.0,1018.0,305.0,,1736.0,876.0,2342.0,270.0,,4547.0,32535.0,20121.0,3993.0,2830.0,4869.0,15018.0,5103.0,5116.0,11028.0,2890.0,1087.0,,,,,,,313194.0,308513.0,,,2014,4546.0,886.9999999999999,2382.0,949.0,328.0,1661.0,95.0,860.0,363.0,208.0,,,,207263.0,307613.0,31326.0,75505.0,621707.0,,,,37082.0,,,96.0,969102.0,,,,,,,
Glenn,106.0,101.0,5.0,59.0,23.0,9.0,2.0,0.0,33.0,2.0,31.0,19.0,15.0,4.0,0.0,,70.0,36.0,87.0,19.0,,125.0,527.0,340.0,88.0,61.0,79.0,260.0,80.0,195.0,114.0,12.0,19.0,,,,,,,9369.0,8947.0,,,2014,106.0,64.0,32.0,1.0,9.0,15.0,4.0,7.0,6.0,3.0,,,,10096.0,6961.0,145.0,1114.0,18316.0,,,,652.0,,,0.0,28828.0,,,,,,,
Humboldt,263.0,340.0,20.000000000000004,272.0,47.0,18.0,7.0,1.0,43.0,4.0,39.0,84.0,50.0,7.0,5.0,,166.0,97.0,231.0,32.0,,485.0,4787.0,2282.0,464.0,393.0,767.0,1711.0,571.0,1830.0,111.0,85.0,256.0,,,,,,,49366.0,47212.0,,,2014,360.0,231.00000000000003,28.0,16.0,85.0,79.0,5.0,44.0,17.0,9.0,,,,75518.0,9259.0,1111.0,10690.0,96578.0,,,,5272.0,,,22.0,134419.0,,,,,,,
Imperial,468.0,336.0000000000001,13.0,213.0,66.0,40.0,5.0,0.0,92.0,11.0,81.0,139.0,19.0,109.0,7.0,,299.0,169.0,417.0,51.0,,583.0,5536.0,2586.0,542.0,487.0,930.0,2040.0,546.0,461.0,1892.0,167.0,66.0,,,,,,,61549.0,56098.0,,,2014,349.0,47.00000000000001,256.0,34.0,12.0,130.0,9.0,67.0,36.0,20.0,,,,16261.0,93231.0,4537.0,3618.0,117647.0,,,,6119.0,,,4.0,182786.0,,,,,,,
Inyo,66.0,47.0,4.0,39.0,4.0,5.0,1.0,0.0,9.0,1.0,8.0,17.0,6.0,2.0,1.0,,24.0,42.0,52.0,14.0,,106.0,303.0,206.0,81.0,44.0,38.0,149.0,57.0,91.0,39.0,2.0,74.0,,,,,,,6533.0,6123.0,,,2014,51.0,24.0,5.0,0.0,22.0,15.0,2.0,12.0,2.0,2.0,,,,8358.0,2435.0,91.0,1772.0,12656.0,,,,409.0,,,8.0,18640.0,,,,,,,
Kern,2482.0,3586.000000000001,172.00000000000003,2049.0,777.0,477.0,223.0,10.0,1515.0,272.0,1243.0,1422.0,455.0,695.0,250.0,,1366.0,1116.0,2188.0,294.0,,4465.0,28283.0,14680.0,3827.0,3198.0,4452.0,11421.0,3259.0,5948.0,6403.0,2064.0,265.0,,,,,,,301792.0,267753.0,,,2014,3758.0,1075.0,1770.0000000000002,815.9999999999999,97.0,1331.0,91.0,518.0,374.0,289.0,,,,221558.0,277062.0,32866.0,38059.0,569545.0,,,,32748.0,,,22.0,875843.0,,,,,,,
Kings,526.0,1156.0,85.0,760.0,143.0,166.0,84.0,7.0,553.0,96.0,457.0,437.0,100.0,258.0,61.0,,486.0,40.0,431.0,95.0,,696.0,3475.0,2039.0,479.0,348.0,551.0,1538.0,501.0,570.0,766.0,215.0,488.0,,,,,,,62504.0,41918.0,,,2014,1241.0,294.0,666.0,220.0,61.0,389.0,48.0,202.0,66.0,89.0,,,,37889.0,51902.0,8323.0,6308.0,104422.0,,,,4171.0,,,18.0,149338.0,,,,,,,
Lake,272.0,307.00000000000006,8.0,204.0,32.0,38.0,17.0,0.0,62.0,7.0,55.0,113.0,74.0,15.0,13.0,,125.0,147.0,231.0,41.0,,307.0,1832.0,1273.0,282.0,171.0,528.0,965.0,308.0,915.0,206.0,64.0,88.0,,,,,,,22014.0,21624.0,,,2014,315.0,207.0,36.0,33.0,39.0,111.0,2.0,53.0,13.0,24.0,,,,32464.0,7379.0,793.0,3002.0,43638.0,,,,2139.0,,,11.0,64915.0,,,,,,,
Lassen,84.34,133.0,4.0,83.0,17.0,15.0,1.0,1.0,52.0,15.0,37.0,42.0,28.0,10.0,2.0,,36.07,48.27,60.010000000000005,24.33,,140.0,521.0,361.0,98.0,71.0,81.0,260.0,101.0,301.0,28.0,18.0,14.0,,,,,,,18212.0,8570.0,,,2014,137.0,72.0,33.0,20.0,12.0,39.0,3.0,18.0,10.0,7.0,,,,16849.0,5328.0,2868.0,1737.0,26782.0,,,,661.0,,,2.0,31803.0,,,,,,,
Los Angeles,16056.0,43359.000000000015,2017.0,31678.0,6802.0,3601.0,1525.0,211.0,14988.0,2699.0,12289.0,11104.0,1441.0,5254.0,3821.0,,9008.0,7048.0,13984.0,2072.0,,42725.0,217493.0,102230.0,26189.0,22293.0,35599.0,81457.0,20773.0,20459.0,52007.0,24719.0,5045.0,,,,,,,3440503.0,3482960.0,,,2014,45376.0,4598.999999999999,20806.0,17096.0,2875.0,10301.0,803.0,4994.0,2592.0,1840.0,,,,1927319.0,3275587.0,582406.0,1138151.0,6923463.0,,,,260218.0,,,588.0,10123688.0,,,,,,,
Madera,411.0,493.0000000000001,47.0,348.0,77.0,59.0,23.0,0.0,203.0,32.0,171.0,242.0,61.0,135.0,25.0,,355.0,56.0,366.0,45.0,,888.0,3380.0,1692.0,411.0,310.0,424.0,1369.0,323.0,560.0,939.0,142.0,51.0,,,,,,,47189.0,52509.0,,,2014,540.0,142.0,294.0,68.0,36.0,216.0,26.0,110.0,47.0,39.0,,,,37413.0,53218.0,4196.0,4871.0,99698.0,,,,4268.0,,,21.0,153951.0,,,,,,,
Marin,249.0,265.0,11.0,187.0,58.0,12.0,5.0,0.0,99.0,29.0,70.0,72.0,23.0,23.0,19.0,,174.0,75.0,216.0,33.0,,454.0,4565.0,1626.0,433.0,362.0,518.0,1210.0,416.0,886.0,350.0,294.0,96.0,,,,,,,85875.0,87620.0,,,2014,276.0,127.0,56.0,71.0,22.0,69.0,3.0,34.0,13.0,8.0,,,,120679.0,30651.0,5434.0,16731.0,173495.0,,,,5019.0,,,7.0,260514.0,,,,,,,
Mariposa,41.0,60.00000000000001,3.0,45.0,9.0,3.0,0.0,0.0,26.0,7.0,19.0,11.0,9.0,1.0,0.0,,27.0,14.0,35.0,6.0,,71.0,276.0,172.0,59.0,18.0,55.0,132.0,40.0,133.0,17.0,3.0,19.0,,,,,,,6176.0,5890.0,,,2014,63.0,50.00000000000001,4.0,2.0,6.999999999999993,9.0,2.0,7.0,0.0,1.0,,,,9920.0,1128.0,129.0,889.0,12066.0,,,,347.0,,,1.0,18128.0,,,,,,,
Mendocino,296.0,317.0,11.000000000000002,211.0,26.0,36.0,7.0,8.0,54.0,3.0,51.0,103.0,54.0,24.0,7.0,,179.0,117.0,259.0,37.0,,512.0,1546.0,1405.0,380.0,251.0,466.0,1072.0,333.0,936.0,255.0,49.0,165.0,,,,,,,30343.0,29299.0,,,2014,328.0,185.0,64.0,16.0,63.0,98.0,5.0,46.0,13.0,18.0,,,,41161.0,13001.0,447.0,5033.0,59642.0,,,,2058.0,,,18.0,88535.0,,,,,,,
Merced,734.0,958.9999999999995,31.000000000000007,649.0,170.0,70.0,23.0,3.0,310.0,30.0,280.0,337.0,79.0,183.0,43.0,,607.0,127.0,670.0,64.0,,1485.0,7126.0,3390.0,802.0,693.0,1077.0,2702.0,688.0,1039.0,1846.0,366.0,139.0,,,,,,,85974.0,83448.0,,,2014,990.0,230.00000000000003,529.0,130.0,101.0,316.0,21.0,176.0,71.0,32.0,,,,54928.0,91694.0,6112.0,16688.0,169422.0,,,,8611.0,,,32.0,267571.0,,,,,,,
